Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-15 09:30:00-04:00,42.529998779296875,42.529998779296875,42.529998779296875,42.529998779296875,42.529998779296875,650
2021-03-15 10:15:00-04:00,42.52000045776367,42.52000045776367,42.52000045776367,42.52000045776367,42.52000045776367,187
2021-03-15 10:45:00-04:00,42.060001373291016,42.60499954223633,42.060001373291016,42.60499954223633,42.60499954223633,447
2021-03-15 11:45:00-04:00,42.54999923706055,42.54999923706055,42.54999923706055,42.54999923706055,42.54999923706055,153
2021-03-15 12:45:00-04:00,42.119998931884766,42.119998931884766,42.119998931884766,42.119998931884766,42.119998931884766,246
2021-03-15 13:30:00-04:00,42.400001525878906,42.400001525878906,42.400001525878906,42.400001525878906,42.400001525878906,606
2021-03-15 14:45:00-04:00,42.09000015258789,42.09000015258789,42.06999969482422,42.06999969482422,42.06999969482422,634
2021-03-15 15:00:00-04:00,42.04999923706055,42.150001525878906,42.04999923706055,42.150001525878906,42.150001525878906,1182
2021-03-15 15:45:00-04:00,42.36000061035156,42.36000061035156,42.36000061035156,42.36000061035156,42.36000061035156,477
2021-03-16 09:30:00-04:00,43.45000076293945,43.45000076293945,43.45000076293945,43.45000076293945,43.45000076293945,0
2021-03-16 09:45:00-04:00,41.2400016784668,41.25,41.2400016784668,41.25,41.25,317
2021-03-16 10:15:00-04:00,42.81079864501953,42.81079864501953,42.81079864501953,42.81079864501953,42.81079864501953,255
2021-03-16 10:30:00-04:00,41.375,41.375,41.375,41.375,41.375,174
2021-03-16 11:30:00-04:00,41.46500015258789,41.46500015258789,41.46500015258789,41.46500015258789,41.46500015258789,750
2021-03-16 15:45:00-04:00,42.4281005859375,42.4281005859375,42.2599983215332,42.279998779296875,42.279998779296875,1397
