Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-15 10:15:00-04:00,9.760100364685059,9.760100364685059,9.760100364685059,9.760100364685059,9.760100364685059,101
2021-03-15 12:00:00-04:00,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,1124
2021-03-15 14:15:00-04:00,9.84000015258789,9.890000343322754,9.84000015258789,9.869999885559082,9.869999885559082,15800
2021-03-15 14:30:00-04:00,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,6900
2021-03-15 14:45:00-04:00,9.869999885559082,9.890000343322754,9.854900360107422,9.859999656677246,9.859999656677246,9963
2021-03-15 15:00:00-04:00,9.850000381469727,9.869999885559082,9.850000381469727,9.869999885559082,9.869999885559082,9618
2021-03-15 15:15:00-04:00,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,9800
2021-03-15 15:30:00-04:00,9.859999656677246,9.869999885559082,9.850000381469727,9.869999885559082,9.869999885559082,13281
2021-03-15 15:45:00-04:00,9.850000381469727,9.859999656677246,9.850000381469727,9.850000381469727,9.850000381469727,1249
2021-03-16 10:30:00-04:00,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,152
2021-03-16 13:30:00-04:00,9.819999694824219,9.829999923706055,9.819999694824219,9.829999923706055,9.829999923706055,3105
2021-03-16 14:00:00-04:00,9.819999694824219,9.819999694824219,9.819999694824219,9.819999694824219,9.819999694824219,300
2021-03-16 14:30:00-04:00,9.819999694824219,9.869999885559082,9.800000190734863,9.869999885559082,9.869999885559082,10730
2021-03-16 15:15:00-04:00,9.819999694824219,9.819999694824219,9.819999694824219,9.819999694824219,9.819999694824219,2886
2021-03-16 15:30:00-04:00,9.850000381469727,9.850000381469727,9.84000015258789,9.850000381469727,9.850000381469727,900
2021-03-16 15:45:00-04:00,9.850000381469727,9.869999885559082,9.84000015258789,9.84000015258789,9.84000015258789,4138
