Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-15 09:30:00-04:00,18.78499984741211,18.799999237060547,18.78499984741211,18.799999237060547,18.799999237060547,1422
2021-03-15 09:45:00-04:00,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,252
2021-03-15 10:15:00-04:00,18.649999618530273,18.870500564575195,18.649999618530273,18.870500564575195,18.870500564575195,612
2021-03-15 12:00:00-04:00,18.670000076293945,18.670000076293945,18.670000076293945,18.670000076293945,18.670000076293945,164
2021-03-15 13:15:00-04:00,18.655000686645508,18.655000686645508,18.655000686645508,18.655000686645508,18.655000686645508,1222
2021-03-15 13:30:00-04:00,18.639999389648438,18.639999389648438,18.639999389648438,18.639999389648438,18.639999389648438,183
2021-03-15 14:00:00-04:00,18.520000457763672,18.520000457763672,18.520000457763672,18.520000457763672,18.520000457763672,186
2021-03-15 14:45:00-04:00,18.520000457763672,18.520000457763672,18.520000457763672,18.520000457763672,18.520000457763672,125
2021-03-15 15:00:00-04:00,18.524999618530273,18.649999618530273,18.454999923706055,18.649999618530273,18.649999618530273,1065
2021-03-15 15:45:00-04:00,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,3457
2021-03-16 10:15:00-04:00,18.520000457763672,18.520000457763672,18.255399703979492,18.375,18.375,681
2021-03-16 10:30:00-04:00,18.5,18.5,18.375,18.405000686645508,18.405000686645508,2016
2021-03-16 11:15:00-04:00,18.3700008392334,18.3700008392334,18.3700008392334,18.3700008392334,18.3700008392334,210
2021-03-16 11:45:00-04:00,18.489999771118164,18.549999237060547,18.489999771118164,18.549999237060547,18.549999237060547,7784
2021-03-16 15:45:00-04:00,18.510000228881836,18.520000457763672,18.510000228881836,18.520000457763672,18.520000457763672,413
