Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-15 10:15:00-04:00,10.8927001953125,10.8927001953125,10.619999885559082,10.619999885559082,10.619999885559082,717
2021-03-15 10:45:00-04:00,10.779999732971191,10.9399995803833,10.779999732971191,10.9399995803833,10.9399995803833,1681
2021-03-15 11:15:00-04:00,10.880000114440918,10.880000114440918,10.880000114440918,10.880000114440918,10.880000114440918,207
2021-03-15 11:45:00-04:00,10.9399995803833,10.949999809265137,10.9399995803833,10.949999809265137,10.949999809265137,313
2021-03-15 12:00:00-04:00,10.989999771118164,10.989999771118164,10.989999771118164,10.989999771118164,10.989999771118164,275
2021-03-15 12:15:00-04:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,228
2021-03-15 12:30:00-04:00,11.050000190734863,11.229999542236328,11.050000190734863,11.229999542236328,11.229999542236328,877
2021-03-15 12:45:00-04:00,11.199999809265137,11.199999809265137,11.189599990844727,11.199999809265137,11.199999809265137,755
2021-03-15 13:30:00-04:00,11.229999542236328,11.239999771118164,11.21500015258789,11.2391996383667,11.2391996383667,1449
2021-03-15 14:00:00-04:00,11.329999923706055,11.329999923706055,11.300000190734863,11.300000190734863,11.300000190734863,1817
2021-03-15 14:30:00-04:00,11.180000305175781,11.180100440979004,11.100000381469727,11.100000381469727,11.100000381469727,1432
2021-03-15 14:45:00-04:00,11.125,11.125,11.125,11.125,11.125,318
2021-03-15 15:00:00-04:00,11.020000457763672,11.020000457763672,11.0,11.0,11.0,330
2021-03-15 15:15:00-04:00,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,254
2021-03-15 15:45:00-04:00,11.1899995803833,11.1899995803833,10.899999618530273,10.90999984741211,10.90999984741211,100
2021-03-16 09:30:00-04:00,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,188
2021-03-16 09:45:00-04:00,10.9399995803833,10.949999809265137,10.739999771118164,10.739999771118164,10.739999771118164,1278
2021-03-16 10:00:00-04:00,10.955599784851074,10.955599784851074,10.955599784851074,10.955599784851074,10.955599784851074,848
2021-03-16 11:00:00-04:00,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,272
2021-03-16 13:00:00-04:00,11.037599563598633,11.037599563598633,11.037599563598633,11.037599563598633,11.037599563598633,110
2021-03-16 13:15:00-04:00,11.010000228881836,11.142999649047852,11.0,11.133000373840332,11.133000373840332,3311
2021-03-16 14:00:00-04:00,10.999899864196777,10.999899864196777,10.999899864196777,10.999899864196777,10.999899864196777,202
2021-03-16 14:30:00-04:00,10.819999694824219,10.826499938964844,10.680000305175781,10.680000305175781,10.680000305175781,4216
2021-03-16 15:00:00-04:00,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,201
2021-03-16 15:15:00-04:00,10.680000305175781,10.680000305175781,10.680000305175781,10.680000305175781,10.680000305175781,1011
2021-03-16 15:45:00-04:00,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,0
